Identyfikator,Temat,Status,Projekt,Priorytet,Plik 1,Plik 2,Pliki inne,Data zgłoszenia
0002218,We wizualizacji po ukryciu elementu szafy wnękowej zostają niepotrzebne krawędzie/doklejki,przypisany,szafy wnękowe,normalny,,,,2020-05-11
0002357,Niepoprawny zapis szafy skutkuje błędem przy cofaniu zmian w CADzie,przypisany,szafy wnękowe,normalny,,,,2020-06-24
0002461,"Po odznaczeniu ""bez korpusu"" ustawienia wyjściowe nie wracają do poprzednich ustawień",przypisany,szafy wnękowe,normalny,,,,2020-07-16
0002494,"Niedziałająca ikona ""Drzwi"" po otwieraniu drzwi i edycji okna ""Drzwi otwierane""",przypisany,szafy wnękowe,normalny,,,,2020-07-23
0002506,Edytor drzwi suwanych - zmiana liczby torów powoduje zmianę liczby skrzydeł drzwi,przypisany,szafy wnękowe,normalny,,,,2020-07-27
0002556,"Lista z modelami uchwytów znika po ukryciu i rozwinięciu sekcji ""Uchwyty""",przypisany,szafy wnękowe,normalny,,,,2020-08-06
0002561,Uchwyty nie zmieniają położenia na drzwiach przy ustawieniu skosów,przypisany,szafy wnękowe,normalny,,,,2020-08-06
0002724,"brakuje opcji w ""edycji cięcia płyt""",nowy,szafy wnękowe,normalny,,,,2020-09-29
0002790,frezowane drzwi,nowy,szafy wnękowe,niski,,,,2020-10-19
0002836,Ominięcie zaślepki przy automatycznym rozkładzie,przypisany,szafy wnękowe,normalny,,,,2020-11-02
0002843,Nieoptymalne wyświetlanie hintów ikon menu górnego,przypisany,szafy wnękowe,normalny,,,,2020-11-03
0002860,Brak możliwości powiększania podgladów szaf w raportach,nowy,szafy wnękowe,normalny,,,,2020-11-13
0002861,uproszczenie opisu na rysunku szafy w raporcie do produkcji,nowy,szafy wnękowe,normalny,,,,2020-11-13
0002862,zbyt duzo informacji w raporcie na produkcję - dotyczy zestawiania materiałów,nowy,szafy wnękowe,normalny,,,,2020-11-13
0003049,Problem z zaznaczaniem powierzchni między półkami,zwrócony,szafy wnękowe,normalny,,,,2021-02-05
0003106,Szuflada dzieli front szafy wnękowej,nowy,szafy wnękowe,normalny,,,,2021-03-02
0003107,Włączenie i wyłączenie widoczności poszczególnych frontów w szafie,nowy,szafy wnękowe,normalny,,,,2021-03-02
0003142,"brak możliwości podziału desek po wybraniu opcji ""podsumowanie - błędy""",przypisany,szafy wnękowe,normalny,,,,2021-03-16
0003147,Dodanie wyposażenia szaf - metalowe szuflady,nowy,szafy wnękowe,normalny,,,,2021-03-18
0003159,Szafa wnękowa niewidoczna w wizualizacji oraz dokumentacji,przypisany,szafy wnękowe,normalny,,,,2021-03-26
0003294,Niepełne menu po lewej stronie w szafach wnękowych,przypisany,szafy wnękowe,normalny,,,,2021-05-18
0003344,Drążek poprzeczny nie jest wstawiany centralnie względem przegrody głównej,przypisany,szafy wnękowe,normalny,,,,2021-06-09
0003484,problem z tłumaczeniami na język rosyjski,przypisany,szafy wnękowe,wysoki,,,,2021-08-04
0003506,"Drzwi przesuwają się poniżej podłogi przy włączonej opcji ""podłoga obecna""",przypisany,szafy wnękowe,normalny,,,,2021-08-12
0003539,Nie można wstawić drugiej szuflady między przegrody i półki dodatkowe,przypisany,szafy wnękowe,wysoki,,,,2021-08-26
0003544,Dodanie jakiegoś mocowania do drążków,przypisany,szafy wnękowe,normalny,,,,2021-08-30
0003565,Narzędzie Oczekiwane grubości płyty nie aktualizuje listy płyt po zatwierdzeniu,przypisany,szafy wnękowe,normalny,,,,2021-09-06
0003677,Zmiana grubości płyty ściany bocznej powoduje powstanie szczeliny,przypisany,szafy wnękowe,normalny,,,,2021-10-08
0003681,Niepoprawna orientacja tekstury na wieńcu dolnym szafy wnękowej,przypisany,szafy wnękowe,normalny,,,,2021-10-08
0003775,Dodanie zmiany szablonu szuflady,przypisany,szafy wnękowe,normalny,,,,2021-11-09
0003793,Niepoprawny adres firmy w oknie wyboru bazy,przypisany,szafy wnękowe,normalny,,,,2021-11-16
0003794,drzwi otwierane z pawlaczem dzielącym drzwi - dodanie opcji sufitu powoduje zmianę wysokości  dolnych drzwi,przypisany,szafy wnękowe,normalny,,,,2021-11-16
0003804,Niepoprawna pozycja blendy prostej szafy wnękowej,zwrócony,szafy wnękowe,normalny,,,,2021-11-18
0004104,Program nie zapamiętuje ustawienia odsunięcia szuflady w komórce w szafach wnękowych,przypisany,szafy wnękowe,wysoki,,,,2022-03-16
0004112,Tor szafy nie jest widoczny w środowisku,przypisany,szafy wnękowe,normalny,,,,2022-03-18
0004312,Na konkretnym projekcie wstawia się tylko jeden element Wyposażenia,przypisany,szafy wnękowe,pilny,,,,2022-05-25
0004320,Szafy wnękowe nie wymiarują szuflad,przypisany,szafy wnękowe,normalny,,,,2022-05-27
0004379,Brakuje uchwytu gałka w szafach wnękowych,nowy,szafy wnękowe,żaden,,,,2022-06-21
0004692,Podwójne fronty w szafie wnękowej z systemem przesuwnym,przypisany,szafy wnękowe,normalny,,,,2022-10-05
0005076,Przed włączeniem modułu z lewej strony pojawia się kwadrat/prostokąt,przypisany,szafy wnękowe,normalny,,,,2022-12-27
0005157,Brak płyty koloru białego 18 mm.,przypisany,szafy wnękowe,normalny,,,,2023-01-11
0005182,Edycja szafy wnękowej odnosi się do szafy standardowej a nie wstawionej do projektu,przypisany,szafy wnękowe,normalny,,,,2023-01-16
0005556,Pusty otwór w skosie w wizualizacji po dodaniu szafy wnękowej.,przypisany,szafy wnękowe,normalny,,,,2023-03-10
0005724,Słabo widoczne wartości poziomu wstawionego wyposażenia,przypisany,szafy wnękowe,normalny,,,,2023-04-11
0005726,Access violation podczas opuszczania modułu,przypisany,szafy wnękowe,normalny,,,,2023-04-12
0005727,Błąd podczas klikania w Drzwi w zakładce Materiały.,przypisany,szafy wnękowe,normalny,,,,2023-04-12
0006283,Szfulada znika poniżej konkretego wymiaru,przypisany,szafy wnękowe,wysoki,,,,2023-07-18
0006610,Nowa szerokość,nowy,szafy wnękowe,normalny,,,,2023-09-18
0006718,"Przeźroczystość drzwi w zakładce ""Widok"" nie działa dla ""System składany A"" i ""System składany B""",przypisany,szafy wnękowe,normalny,,,,2023-10-27
0006795,Szafy wnękowe nie biorą pod uwagę ścian działowych,przypisany,szafy wnękowe,normalny,,,,2023-11-23
0007167,Problemy ze skalą w szafach wnękowych,przypisany,szafy wnękowe,normalny,,,,2024-03-08
0007192,Brak możliwości wstawienia wielu szuflad do jednej komórki,przypisany,szafy wnękowe,normalny,,,,2024-03-15
0007286,Możliwość dodania szuflady na biżuterię w module szaf wnękowych,nowy,szafy wnękowe,normalny,,,,2024-04-09
0007381,"Mimo odnaczenia opcji przodu w szufladzie w szafach wnekowych, do projektu wstawia się z tym elementem",przypisany,szafy wnękowe,wysoki,,,,2024-04-25
0001370,"Brak niektórych tłumaczeń w szafach wnękowych, w wersji słowackiej.",przypisany,Tłumaczenia,normalny,,,,2019-10-25
0003175,"Zmiana wpisów  ""Pomoc Techniczna"" na ""Wsparcie Techniczne"" w instalatorze",przypisany,Tłumaczenia,normalny,,,,2021-04-01
0003281,Literówki i nieprzetłumaczone słowa w Household Aplliances Module,przypisany,Tłumaczenia,normalny,,,,2021-05-11
0003284,Literówki i nieprzetłumaczone elementy (wersja ENG),zawieszony,Tłumaczenia,niski,,,,2021-05-12
0003285,Literówki i nieprzetłumaczone słowa (wersja ENG),zawieszony,Tłumaczenia,normalny,,,,2021-05-12
0003290,Brak tłumaczeń hiszpańskich,rozwiązany,Tłumaczenia,normalny,,,,2021-05-13
0006242,Brak tłumaczeń dla uchwytów w wersji hiszpańskiej,przypisany,Tłumaczenia,normalny,,,,2023-07-07
0006349,Brak tłumaczeń dla czcionek w dokumentacji blatów,przypisany,Tłumaczenia,normalny,,,,2023-08-02
0006350,Brak tłumaczeń dla licencji,przypisany,Tłumaczenia,normalny,,,,2023-08-02
0000575,dwuklik na wymiary/elementy dowolne nie uruchamia jego właściwości - CAD Decor 3,przypisany,ukrywacz,niski,,,,2019-03-14
0007354,Niewidoczne przyciski warstw przy ustawionym skalowaniu rozdzielczośći,przypisany,ukrywacz,wysoki,,,,2024-04-19
0001266,LM: Błędna wycena projektu,zwrócony,wersja Leroy Merlin,normalny,,,,2019-09-23
0005474,Rozmiary głównego okna wyceny LM nie dopasowuje się do wielkości monitora.,przypisany,wersja Leroy Merlin,normalny,,,,2023-02-28
0005859,Tekstura nie nakłada się na cokoły dla szafek użytkownika.,przypisany,wersja Leroy Merlin,niski,,,,2023-05-11
0006080,Brak tekstur dla drzwi i okien w importowanym projekcie,przypisany,wersja Leroy Merlin,normalny,,,,2023-06-13
0002933,"Brak komunikatu ""Plik o podanej nazwie już istnieje. Czy chcesz go nadpisać?"" podczas zapisywania pdf w wycenie",przypisany,wersja Obi,normalny,,,,2020-12-16
0005395,Brak stosowania encji/znaków zastępczych podczas przesyłania zlecenia xml do B3,przypisany,wersja Obi,wysoki,,,,2023-02-16
0000193,Dodanie podglądów dla tonacji barwnych w v3,nowy,wizualizacja,wysoki,,,,2018-12-06
0000295,Na grupowanie/rozgrupowanie elementów nie działa undo/redo,nowy,wizualizacja,normalny,,,,2019-01-10
0000445,Komunikat o błędzie podczas dodania płytek w ramce do wnęki o nietypowym kształcie.,przypisany,wizualizacja,wysoki,,,,2019-02-13
0000472,dekoracje nie uwględniają fugi definiowanej podczas wstawiania,przypisany,wizualizacja,normalny,,,,2019-02-21
0000520,Podgląd edycji ściany w wizualizacji nie zwalnia pamięci,przypisany,wizualizacja,normalny,,,,2019-03-01
0000607,Nie widac fug w dokumentacji płytek na jedne ze ścian w projekcie,przypisany,wizualizacja,normalny,,,,2019-03-20
0000727,ANALYTICS EAccessViolation ZastapWszystkieWObszarze,przypisany,wizualizacja,wysoki,,,,2019-04-26
0000793,ANALYTICS EAccessViolation DodajNowyKafel,przypisany,wizualizacja,normalny,,,,2019-05-10
0000799,Brak możliwości wybrania swojego logo podczas zapisu do pliku AVI.,przypisany,wizualizacja,normalny,,,,2019-05-13
0000891,"Podczas edycji ściany, płytki pod wydzielonym pasem nabierają właściwości innych płytek.",przypisany,wizualizacja,normalny,,,,2019-06-04
0000898,ANALYTICS EAccessViolation RozmiescKafleNaObszarze,przypisany,wizualizacja,normalny,,,,2019-06-06
0000907,"Po zapisaniu Prezentacji 3DE w oknie zapisu wizualizacji, w polu ""Folder zapisu"" nie pojawia się podgląd zapisanego pliku",przypisany,wizualizacja,normalny,,,,2019-06-06
0000910,ANALYTICS WARNING TYPE: ZarzadcaObszarow:: Problem with tile index,przypisany,wizualizacja,normalny,,,,2019-06-07
0000923,ANALYTICS EAccessViolation NarysujcieSie,przypisany,wizualizacja,wysoki,,,,2019-06-11
0001000,Zmiana płytki lub farby na kolor w trakcie liczenia radiosity pokazuje błąd.,przypisany,wizualizacja,wysoki,,,,2019-07-01
0001010,odcinanie powierzchni płytkami zmienia kolorystykę ścian na czarną,przypisany,wizualizacja,normalny,,,,2019-07-03
0001012,Zablokowanie ekranu ekranem logowania windows w trakcie otwierania okna powoduje schowanie się okna pod spodem i blokadę.,zwrócony,wizualizacja,normalny,,,,2019-07-04
0001042,Podczas tworzenia układów usunięta płytka usuwa fragment ściany.,przypisany,wizualizacja,wysoki,,,,2019-07-15
0001043,"Po utworzeniu układu, położeniu go na ścianę znika tylna warstwa ściany.",przypisany,wizualizacja,normalny,,,,2019-07-15
0001057,przeźroczystość na wartwie ilumin,przypisany,wizualizacja,normalny,,,,2019-07-22
0001064,"Po nałożeniu utworzonego układu z hexagonów, układ na ścianie jest niepoprawnie nałożony.",przypisany,wizualizacja,normalny,,,,2019-07-23
0001092,Na ułamek sekundy pojawia się kwadrat w lewym dolnym rogu po kliknięciu w panelu właściwości światła,przypisany,wizualizacja,niski,,,,2019-08-07
0001205,Rożnica w punkcie wstawiania w icad a wizce,przypisany,wizualizacja,wysoki,,,,2019-08-29
0001293,Kopiowanie zawartości ściany (płytki/tekstury/kolory) funkcją ctrl+c ctrl+v,przypisany,wizualizacja,niski,,,,2019-10-01
0001415,Podłoga znika w wizualizacji po obrocie nałożonych na nią płytek,przypisany,wizualizacja,niski,,,,2019-11-07
0001436,przesuwanie elementów dowolnych powoduje usuwanie się z nich tesktur i emisji,zwrócony,wizualizacja,wysoki,,,,2019-11-15
0001453,Raytracing nie deaktywuje się po przeliczeniu final gatheringu i zmianie właściwości elementu,przypisany,wizualizacja,wysoki,,,,2019-11-20
0001456,Podgląd układu pojawia się tylko raz,przypisany,wizualizacja,normalny,,,,2019-11-20
0001481,"Funkcja ""Cienkie szkło"" nic nie wnosi do rendera podstawowego, choć jest aktywna",przypisany,wizualizacja,normalny,,,,2019-11-21
0001541,Zmiany „Widoczności” nie zostają zapisane po restarcie programu.,przypisany,wizualizacja,normalny,,,,2019-12-02
0001577,Po przesunięciu płytek pojawiają się dodatkowe linie pomocnicze,przypisany,wizualizacja,normalny,,,,2019-12-06
0001582,Po zapisie pomieszczenia program się zamyka.,przypisany,wizualizacja,normalny,,,,2019-12-09
0001632,"Po wstawieniu pojedynczej płytki i wcześniej dodanej szachownicy na układ, zmieniła się wielkość płytek.",przypisany,wizualizacja,normalny,,,,2019-12-18
0001633,Po zamknięciu programu szachownica na płytkach znika.,przypisany,wizualizacja,normalny,,,,2019-12-18
0001659,Znikająca ściana w wizualizacji po wstawieniu płytki,przypisany,wizualizacja,normalny,,,,2020-01-03
0001712,Podczas przesuwania układu z hexagonów znika zaznaczony obszar i przesuwanie nie jest płynne.,przypisany,wizualizacja,wysoki,,,,2020-01-16
0001772,Wnęka utworzona z modułu płytek na skosie nie generuje się poprawnie,przypisany,wizualizacja,normalny,,,,2020-01-27
0001796,Nieoczekiwany błąd po kliknięciu w „Przesuń obszar”.,przypisany,wizualizacja,normalny,,,,2020-01-31
0001830,"Funkcja ""ukryj element"" nie jest zapamiętywana dla elementów dowolnych",przypisany,wizualizacja,normalny,,,,2020-02-12
0001833,Nie można ukryć doklejek w wizualizacji,przypisany,wizualizacja,normalny,,,,2020-02-14
0001838,Cersanit 2D kolekcja Pret-A-Porte obrócony podgląd płytki,przypisany,wizualizacja,normalny,,,,2020-02-17
0001874,Niepoprawne wyświetlanie się płytki w projekcie,przypisany,wizualizacja,wysoki,,,,2020-02-27
0001927,Nieoczekiwany błąd przy nakładaniu dekoracji ramka + narożniki,przypisany,wizualizacja,wysoki,,,,2020-03-11
0001936,Resetowanie obszaru z płytkami po nałożeniu fugi o innej grubości,przypisany,wizualizacja,niski,,,,2020-03-12
0001957,AV na kafle.dll w przy zamykaniu projektu lub programu,przypisany,wizualizacja,normalny,,,,2020-03-17
0001978,Anulowanie wstawiania pomieszczenia wstawia pomieszczenie za poprzednio wstawiony model,przypisany,wizualizacja,normalny,,,,2020-03-24
0001993,"""Nieoczekiwany błąd"" na kafle.dll podczas pracy w środowisku",przypisany,wizualizacja,normalny,,,,2020-03-26
0002004,Po wydzieleniu obszaru na heksagonach i połączeniu go z sąsiadującym pozostają punkty przyciągania z pierwotnego obszaru,przypisany,wizualizacja,normalny,,,,2020-03-27
0002007,Nieoczekiwany błąd przy próbie zapisania układu ze ścieżki,przypisany,wizualizacja,normalny,,,,2020-03-27
0002041,Render nie startuje przy bardzo niskim ustawieniu Precyzji GI,przypisany,wizualizacja,normalny,,,,2020-04-02
0002083,ukryty sufit jest widoczny w trakcie renderingu path tracing,przypisany,wizualizacja,normalny,,,,2020-04-15
0002169,Po zaznaczeniu pozycji na zestawieniu płytek zaznaczają się również heksagony,przypisany,wizualizacja,normalny,,,,2020-04-27
0002237,Brak możliwości zaznaczaniaz shiftem lub ctrl widoków do renderowania,nowy,wizualizacja,normalny,,,,2020-05-18
0002250,Nie można usunąć układu płytek,przypisany,wizualizacja,wysoki,,,,2020-05-22
0002302,problem z ustawieniem bumpa na płytkach i fudze,przypisany,wizualizacja,wysoki,,,,2020-06-08
0002314,Brak możliwośći odkrycia ukrytego obiektu w wizualizacji,przypisany,wizualizacja,normalny,,,,2020-06-10
0002410,Zblokowane podesty po rozbiciu nie są widoczne we wizualizacji,przypisany,wizualizacja,wysoki,,,,2020-07-09
0002439,Funkcja Ukryj element ukrywa ścianę zamiast wskazanego elementu,przypisany,wizualizacja,normalny,,,,2020-07-15
0002440,Brak szpalety (krawędzi otworu) okna trójkątnego prawego (okno 14 p),przypisany,wizualizacja,normalny,,,,2020-07-15
0002508,Brak pamięci na dużych projektach,przypisany,wizualizacja,normalny,,,,2020-07-27
0002517,Brak zapisywania głębi ostrości,przypisany,wizualizacja,normalny,,,,2020-07-28
0002558,Zastępowanie płytek ułożonych w ramkę nie działa,przypisany,wizualizacja,normalny,,,,2020-08-06
0002562,Nałożenie ramki na ramkę płytek powoduje nałożenie i migotanie powierzchni,przypisany,wizualizacja,normalny,,,,2020-08-06
0002608,"Komunikat: Wymiary płytki i bump są różne! Błąd bazy? Modern Motyw C 19,8 x 19,8 przy próbie renderingu",zawieszony,wizualizacja,wysoki,,,,2020-08-19
0002662,brak możliwości łączenia baz płytek użytkownika,nowy,wizualizacja,normalny,,,,2020-09-04
0002682,"Szafy wnękowe - Brak tekstury, niewidoczne pantografy i elementy wyposażenia w wizualizacji",przypisany,wizualizacja,normalny,,,,2020-09-15
0002757,brakuje możliwości zapisania koloru fugi uniwersalnej,nowy,wizualizacja,normalny,,,,2020-10-08
0002825,Niepoprawne ukrywanie drzwi szafy wnękowej po nałożeniu tesktury,przypisany,wizualizacja,normalny,,,,2020-10-28
0002856,brakuje możliwości zniany nazwy grupy warstwy,nowy,wizualizacja,normalny,,,,2020-11-10
0002946,Nakładanie farb strukturalnych na wszystkie obiekty,nowy,wizualizacja,normalny,,,,2020-12-22
0003030,Propozycja dodania funkcji usunięcia stworzonej grupy materiałów w całości i jej edycji,nowy,wizualizacja,normalny,,,,2021-02-01
0003082,błędne wczytywanie parametrów dla trybu pracy PT standard,przypisany,wizualizacja,normalny,,,,2021-02-17
0003085,reset ustawień na podestach podczas edycji ścian,przypisany,wizualizacja,wysoki,,,,2021-02-17
0003091,Ciemne wnętrze szafki z witryną,przypisany,wizualizacja,wysoki,,,,2021-02-19
0003105,Zapisywanie projektów z materiałami i możliwość otworzenia ich na innym kompie bez straty tekstur.,nowy,wizualizacja,normalny,,,,2021-03-01
0003127,Utrata kolorów i tekstur w projekcie,przypisany,wizualizacja,normalny,,,,2021-03-10
0003137,brak możliwości zmiany nazwy zgrupowanej warstwy,nowy,wizualizacja,normalny,,,,2021-03-15
0003185,Nie ładują się układy płytek w kolekcjach projektu po restarcie programu,przypisany,wizualizacja,wysoki,,,,2021-04-07
0003203,Pozostałości po podestach widoczne tylko we wizualizacji,przypisany,wizualizacja,wysoki,,,,2021-04-14
0003235,nie działa wyłączenie widoczności podłogo podczas obliczeń PT,przypisany,wizualizacja,normalny,,,,2021-04-22
0003243,Niepoprawne zastępowanie nietypowych płytek z układu na całym obszarze,przypisany,wizualizacja,normalny,,,,2021-04-26
0003331,Możliwośc przypisywania swoich ustawień,przypisany,wizualizacja,normalny,,,,2021-05-28
0003332,"""mobilne"" okno renderu",przypisany,wizualizacja,normalny,,,,2021-05-28
0003348,Stworzenie widoków po akcji logowania (RenderUpload),zwrócony,wizualizacja,normalny,,,,2021-06-10
0003374,W RenderUpload znajdują się zdjęcia z innego projektu,przypisany,wizualizacja,normalny,,,,2021-06-28
0003377,Błąd przy próbie udostępniania pliku w formacie .3de (RenderUpload),przypisany,wizualizacja,normalny,,,,2021-06-29
0003381,po zaznaczeniu płytki z układu program nie wskazywanej płytki,przypisany,wizualizacja,normalny,,,,2021-07-02
0003382,skos narysowany 3Dface z włączoną opcją płytek nie uwzględnia odcinania sąsiednich ścian płytką,przypisany,wizualizacja,wysoki,,,,2021-07-02
0003431,Wnęka/występ utworzone w wizualizacji na suficie lub podłodze nie są widoczne w środowisku.,nowy,wizualizacja,normalny,,,,2021-07-19
0003433,Tworzenie podwójnej wnęki/występu z płytek.,przypisany,wizualizacja,normalny,,,,2021-07-19
0003439,Dodanie możliwości utworzenia maila z załącznikami w postaci wybranych wizualizacji z projektu,nowy,wizualizacja,normalny,,,,2021-07-20
0003468,Użycie funkcji Undo po wcześniejszym przecięciu blatu powoduje zmianę koloru blatu i jego częściowe usunięcie z wizualizacji.,przypisany,wizualizacja,normalny,,,,2021-07-28
0003472,W wizualizacji rozmiar grafiki na drzwiach jest inny niż w module szaf,przypisany,wizualizacja,normalny,,,,2021-07-28
0003509,Dodatkowe płytki na występach tworzonych z wykorzystaniem płytek,przypisany,wizualizacja,normalny,,,,2021-08-16
0003511,Obrócone płytki na przedniej płaszczyźnie  występu zrobionego z modułu ścian,przypisany,wizualizacja,normalny,,,,2021-08-16
0003634,praca w systemach wielomonitorowych,nowy,wizualizacja,normalny,,,,2021-09-27
0003667,podczas renderowania w aktualnym widoku program przestaje na żywo podmieniać kolory chropowatości i odbicia,przypisany,wizualizacja,normalny,,,,2021-10-05
0003715,wyszukiwanie płytek po wymiarach,nowy,wizualizacja,normalny,,,,2021-10-19
0003735,zapis palety obiektu - program nie zapamiętuje ustawień świateł w lampach,nowy,wizualizacja,normalny,,,,2021-10-27
0003745,"Po ponownym otwarciu programu i dodaniu płytek, fugi wróciły do domyślnych.",przypisany,wizualizacja,normalny,,,,2021-10-28
0003763,Nie odświeżanie się parametrów np. przeźroczystości w modelach,przypisany,wizualizacja,normalny,,,,2021-11-05
0003769,"w materiałach standardowych brakuje opcji ""zachowaj właściwości materiału""",nowy,wizualizacja,normalny,,,,2021-11-08
0003791,Dodanie listy elementów przy włączeniu widoczności,nowy,wizualizacja,normalny,,,,2021-11-15
0003817,"znak wodny na środku - nagłówek, stopka",nowy,wizualizacja,normalny,,,,2021-11-23
0003832,Nierówno rozłożony nagłówek z danymi teleadresowymi drugiego producenta w kosztorysie,przypisany,wizualizacja,niski,,,,2021-11-29
0003852,Listwa dekoracyjna dziedziczy ustawienie bumpa po płytkach,przypisany,wizualizacja,normalny,,,,2021-12-08
0003857,Wolne ładowanie się pasków narzędziowych we wizualizacji gdy wizka startuje z aktywną zakładką płytki,przypisany,wizualizacja,pilny,,,,2021-12-08
0003877,Kolor tła ekranu nie zostaje zapamiętane przy wybraniu opcji renderowania wybranych widoków,przypisany,wizualizacja,normalny,,,,2021-12-14
0003887,materiały 2.0,nowy,wizualizacja,normalny,,,,2021-12-14
0003935,Błąd Access Violation przy kopiowaniu linku do schowka,przypisany,wizualizacja,wysoki,,,,2022-01-10
0003936,"Komunikat ""Nie można uruchomić procesu..."" przy logowaniu do Google Photos",przypisany,wizualizacja,normalny,,,,2022-01-10
0003939,Out of memory w oknie Udostępnij,przypisany,wizualizacja,wysoki,,,,2022-01-10
0003941,"Logowanie do Google Drive kończy się ekranem ""Ta witryna jest nieosiągalna"".",zwrócony,wizualizacja,normalny,,,,2022-01-10
0003952,słońce za oknem,nowy,wizualizacja,normalny,,,,2022-01-18
0003956,W wizualizacji widoczne ściany innego pomieszczenia,przypisany,wizualizacja,normalny,,,,2022-01-19
0003962,Nieprawidłowe działanie płytek na wydzielonym obszarze po skopiowaniu,przypisany,wizualizacja,normalny,,,,2022-01-24
0003970,"Niepoprawne kopiowanie płytek jeżeli w ścianie znajdują się drzwi, okno lub wnęka.",przypisany,wizualizacja,normalny,,,,2022-01-27
0003990,"w materiałach standardowych brakuje opcji ""zachowaj właściwości materiału""",nowy,wizualizacja,normalny,,,,2022-02-03
0004009,"Nieoczekiwany błąd i ""Z fighting"" przy tworzeniu występów/wnęk na skosie z płytkami",przypisany,wizualizacja,normalny,,,,2022-02-10
0004042,Artefakty oraz zniekształcone modele w wizualizacji,przypisany,wizualizacja,wysoki,,,,2022-02-17
0004116,Problem z dolnym panelem w wizualizacji,zwrócony,wizualizacja,niski,,,,2022-03-21
0004153,Po wczytaniu projektu z mozaikami ilość i opakowania fug wynoszą 0 kg,przypisany,wizualizacja,wysoki,,,,2022-03-30
0004162,Przenikanie się powierzchni we wizualizacji bez nachodzących na siebie obiektów.,przypisany,wizualizacja,normalny,,,,2022-04-01
0004174,dodanie  narzędzia do zapamiętywania ustawień w płytkach - np zapasu płytek,nowy,wizualizacja,normalny,,,,2022-04-05
0004180,"Nieoczekiwany błąd po zmianie materiału na szafce, wymianie zestawu i cofnięciu zmiany",przypisany,wizualizacja,wysoki,,,,2022-04-05
0004181,brakuje możliwości przełączania między zakładkami w menu przy użyciu klawiatury,nowy,wizualizacja,normalny,,,,2022-04-05
0004219,zapamiętanie kolorów fug użytych w projekcie,nowy,wizualizacja,normalny,,,,2022-04-15
0004227,Panorama HDRi,nowy,wizualizacja,normalny,,,,2022-04-25
0004283,niepoprawne zliczanie płytek na występie,przypisany,wizualizacja,normalny,,,,2022-05-18
0004315,brakuje globalnej zmiany koloru fug znajdujących się na warstwie,nowy,wizualizacja,normalny,,,,2022-05-26
0004390,Dodanie możliwości klikania w link w opisie elementu wnętrzarskiego,nowy,wizualizacja,normalny,,,,2022-06-23
0004391,"Przerobienie interfejsu VgScene, żeby był skalowany wektorowo na wyższych ustawieniach DPI",nowy,wizualizacja,normalny,,,,2022-06-23
0004405,Brak możliwości zmiany kolory wnętrza szafy,przypisany,wizualizacja,normalny,,,,2022-06-30
0004415,zmiana koloru tekstury,nowy,wizualizacja,normalny,,,,2022-07-05
0004425,Linie widoku konturowego są pogrubione na wyruku,przypisany,wizualizacja,normalny,,,,2022-07-08
0004518,Płytki ze skopiowanego obszaru są obracane,przypisany,wizualizacja,wysoki,,,,2022-08-22
0004522,Elementy widoczne tylko we wizualizacji po wczytaniu pomieszczenia,przypisany,wizualizacja,normalny,,,,2022-08-23
0004533,"Komunikat ""podział obszaru niemożliwy"" przy próbie wstawienia dekoracji",przypisany,wizualizacja,normalny,,,,2022-08-23
0004550,Logo-znak niewidoczne na filmie po wyrenderowaniu w path tracingu,przypisany,wizualizacja,normalny,,,,2022-08-25
0004635,Obrys wnęki/występu wstawionego w wizualizacji w elemencie dowolnym jest niewidoczny w środowisku,przypisany,wizualizacja,normalny,,,,2022-09-16
0004651,"program nie uwzględnia ""braku przycięcia"" podczas umieszczania listew  dekoracyjnych z włączoną opcją ""przez cały obszar""",przypisany,wizualizacja,normalny,,,,2022-09-22
0004652,błędne rozmieszczanie listew dekoracyjnych wzdłuż poziomej fugi,przypisany,wizualizacja,normalny,,,,2022-09-22
0004721,Dodanie pinezki przy płytkach.,nowy,wizualizacja,normalny,,,,2022-10-11
0004906,"Okno wizualizacji, możliwość ukrycia wszystkich obiektów za linią",nowy,wizualizacja,normalny,,,,2022-11-21
0004920,przypinanie okna tj w teksturach przy płytkach by się przydało...,nowy,wizualizacja,normalny,,,,2022-11-23
0004925,Dodanie obsługi odczytu elementów z obiektu typuu Array tworzonego przez oryginalne polecenie szyku,przypisany,wizualizacja,normalny,,,,2022-11-23
0004998,"Po zaznaczeniu opcji ""dodatkowy obszar"" podczas wydzielania podłogi pod drzwiami pojawiają się 2 obszary",zwrócony,wizualizacja,normalny,,,,2022-12-06
0005102,niekończący się render jeżeli brak emiterów,przypisany,wizualizacja,normalny,,,,2022-12-30
0005151,Znak autorski wyświetla się jedynie w lewym górnym rogu,przypisany,wizualizacja,normalny,,,,2023-01-10
0005161,Nieoptymalne otwieranie dużych projektów: wolne i z wyciekami pamięci,rozwiązany,wizualizacja,pilny,,,,2023-01-11
0005238,Dodanie opcji resetu podziału obszaru dla obszarów z teksturami,nowy,wizualizacja,wysoki,,,,2023-01-24
0005356,Niska wydajność trybu OpenGL ES,przypisany,wizualizacja,wysoki,,,,2023-02-13
0005381,Zdjęcie panoramiczne z widokiem za oknem zamiast koloru tła ekranu,nowy,wizualizacja,normalny,,,,2023-02-16
0005412,płytki - pinezka,nowy,wizualizacja,normalny,,,,2023-02-21
